movieId,title,genres,IMDb Rating,Year
260,Star Wars: Episode IV - A New Hope ,Action,6,2002
261,Little Women ,Drama,6,1987
262,Little Princess  A ,Children,7,2001
263,Ladybird Ladybird ,Drama,10,2011
265,Like Water for Chocolate  ,Drama,1,2014
266,Legends of the Fall ,Drama,1,1994
267,Major Payne ,Comedy,10,2012
269,My Crazy Life  ,Drama,2,2008
270,Love Affair ,Drama,1,1996
271,Losing Isaiah ,Drama,7,1994
272,Madness of King George  The ,Comedy,6,2011
273,Mary Shelley's Frankenstein  ,Drama,3,2011
274,Man of the House ,Comedy,7,1984
275,Mixed Nuts ,Comedy,4,2007
276,Milk Money ,Comedy,7,2016
277,Miracle on 34th Street ,Drama,6,1998
278,Miami Rhapsody ,Comedy,4,2017
279,My Family ,Drama,9,2019
280,Murder in the First ,Drama,3,1991
281,Nobody's Fool ,Comedy,10,1994
282,Nell ,Drama,9,1982
283,New Jersey Drive ,Crime,1,2017
284,New York Cop  ,Action,9,1992
285,Beyond Bedlam ,Drama,3,2012
287,Nina Takes a Lover ,Comedy,0,1988
288,Natural Born Killers ,Action,8,1994
289,Only You ,Comedy,10,1998
290,Once Were Warriors ,Crime,3,1988
291,Poison Ivy II ,Drama,7,2018
292,Outbreak ,Action,0,2014
293,Léon: The Professional   ,Action,7,1980
294,Perez Family  The ,Comedy,1,1984
295,Pyromaniac's Love Story  A ,Comedy,4,2014
296,Pulp Fiction ,Comedy,8,1986
298,Pushing Hands  ,Drama,0,1995
299,Priest ,Drama,9,2019
300,Quiz Show ,Drama,2,1981
301,Picture Bride  ,Drama,7,1980
302,Queen Margot  ,Drama,7,1987
303,Quick and the Dead  The ,Action,7,2005
304,Roommates ,Comedy,7,2001
305,Ready to Wear  ,Comedy,3,2002
306,Three Colors: Red  ,Drama,7,1997
307,Three Colors: Blue  ,Drama,6,2012
308,Three Colors: White  ,Comedy,7,1981
310,Rent-a-Kid ,Comedy,3,2005
311,Relative Fear ,Horror,4,1988
312,Stuart Saves His Family ,Comedy,3,2014
313,Swan Princess  The ,Animation,8,2008
314,Secret of Roan Inish  The ,Children,5,2002
315,Specialist  The ,Action,2,2008
316,Stargate ,Action,6,1992
317,Santa Clause  The ,Comedy,2,1989
318,Shawshank Redemption  The ,Crime,2,2015
319,Shallow Grave ,Comedy,8,2004
320,Suture ,Film-Noir,5,1993
321,Strawberry and Chocolate  ,Drama,2,2020
322,Swimming with Sharks ,Comedy,2,1991
324,Sum of Us  The ,Comedy,1,2015
325,National Lampoon's Senior Trip ,Comedy,8,2020
326,To Live  ,Drama,7,2015
327,Tank Girl ,Action,0,2001
328,Tales from the Crypt Presents: Demon Knight ,Horror,7,2014
329,Star Trek: Generations ,Adventure,4,2012
330,Tales from the Hood ,Action,3,2010
331,Tom & Viv ,Drama,1,2014
332,Village of the Damned ,Horror,2,1986
333,Tommy Boy ,Comedy,4,1985
334,Vanya on 42nd Street ,Drama,3,2011
335,Underneath ,Mystery,7,2010
336,Walking Dead  The ,Drama,6,1994
337,What's Eating Gilbert Grape ,Drama,7,2000
338,Virtuosity ,Action,3,2014
339,While You Were Sleeping ,Comedy,10,2007
340,War  The ,Adventure,3,2015
341,Double Happiness ,Drama,0,1991
342,Muriel's Wedding ,Comedy,10,2007
343,Baby-Sitters Club  The ,Children,8,2008
344,Ace Ventura: Pet Detective ,Comedy,5,1995
345,Adventures of Priscilla  Queen of the Desert  The ,Comedy,7,2010
346,Backbeat ,Drama,1,1993
347,Bitter Moon ,Drama,8,1990
348,Bullets Over Broadway ,Comedy,6,2005
349,Clear and Present Danger ,Action,1,1999
350,Client  The ,Drama,1,1985
351,Corrina  Corrina ,Comedy,0,1991
352,Crooklyn ,Comedy,7,2006
353,Crow  The ,Action,10,1991
354,Cobb ,Drama,5,2014
355,Flintstones  The ,Children,7,2020
356,Forrest Gump ,Comedy,5,2018
357,Four Weddings and a Funeral ,Comedy,2,1986
358,Higher Learning ,Drama,2,1996
359,I Like It Like That ,Comedy,9,2005
360,I Love Trouble ,Action,2,1993
361,It Could Happen to You ,Comedy,8,2010
362,Jungle Book  The ,Adventure,3,1999
363,Wonderful  Horrible Life of Leni Riefenstahl  The  ,Documentary,0,1989
364,Lion King  The ,Adventure,2,1985
365,Little Buddha ,Drama,9,2017
366,Wes Craven's New Nightmare  ,Drama,2,2003
367,Mask  The ,Action,5,2012
368,Maverick ,Adventure,1,1997
369,Mrs. Parker and the Vicious Circle ,Drama,0,2003
370,Naked Gun 33 1/3: The Final Insult ,Action,7,2008
371,Paper  The ,Comedy,5,1984
372,Reality Bites ,Comedy,1,2019
373,Red Rock West ,Thriller,9,2014
374,Richie Rich ,Children,7,2018
376,River Wild  The ,Action,0,2005
377,Speed ,Action,7,1985
378,Speechless ,Comedy,2,2011
379,Timecop ,Action,10,2002
380,True Lies ,Action,3,2002
381,When a Man Loves a Woman ,Drama,5,2020
382,Wolf ,Drama,3,2003
383,Wyatt Earp ,Western,4,2007
384,Bad Company ,Action,10,2012
385,Man of No Importance  A ,Drama,6,2019
386,S.F.W. ,Drama,6,1994
387,Low Down Dirty Shame  A ,Action,5,1988
388,Boys Life ,Drama,4,2016
389,Colonel Chabert  Le ,Drama,2,2009
390,Faster Pussycat! Kill! Kill! ,Action,1,1982
391,Jason's Lyric ,Crime,8,1995
393,Street Fighter ,Action,8,2000
405,Highlander III: The Sorcerer  ,Action,8,2013
406,Federal Hill ,Drama,5,1988
407,In the Mouth of Madness ,Horror,0,1983
408,8 Seconds ,Drama,1,1991
409,Above the Rim ,Crime,5,2020
410,Addams Family Values ,Children,7,2011
412,Age of Innocence  The ,Drama,4,1987
413,Airheads ,Comedy,10,1997
414,Air Up There  The ,Comedy,2,1994
415,Another Stakeout ,Comedy,6,2014
416,Bad Girls ,Western,10,2014
417,Barcelona ,Comedy,0,1983
418,Being Human ,Drama,1,2002
419,Beverly Hillbillies  The ,Comedy,9,1981
420,Beverly Hills Cop III ,Action,2,2018
421,Black Beauty ,Adventure,5,1981
422,Blink ,Thriller,0,2020
423,Blown Away ,Action,2,2016
424,Blue Chips ,Drama,0,1999
425,Blue Sky ,Drama,4,1992
426,Body Snatchers ,Horror,4,2001
427,Boxing Helena ,Drama,6,1991
428,Bronx Tale  A ,Drama,1,1995
429,Cabin Boy ,Comedy,1,1989
430,Calendar Girl ,Comedy,4,2010
431,Carlito's Way ,Crime,4,1986
432,City Slickers II: The Legend of Curly's Gold ,Adventure,3,1981
433,Clean Slate ,Comedy,9,2005
434,Cliffhanger ,Action,3,1982
435,Coneheads ,Comedy,8,1984
436,Color of Night ,Drama,3,1980
437,Cops and Robbersons ,Comedy,0,2011
438,Cowboy Way  The ,Action,3,2017
440,Dave ,Comedy,0,2014
441,Dazed and Confused ,Comedy,1,2017
442,Demolition Man ,Action,4,1986
444,Even Cowgirls Get the Blues ,Comedy,2,1997
445,Fatal Instinct ,Comedy,5,1988
446,Farewell My Concubine  ,Drama,2,2019
448,Fearless ,Drama,3,2007
449,Fear of a Black Hat ,Comedy,4,2006
450,With Honors ,Comedy,4,1982
451,Flesh and Bone ,Drama,2,2018
452,Widows' Peak ,Drama,0,1998
453,For Love or Money ,Comedy,3,2005
454,Firm  The ,Drama,8,2014
455,Free Willy ,Adventure,8,1998
456,Fresh ,Crime,9,2001
457,Fugitive  The ,Thriller,1,2016
458,Geronimo: An American Legend ,Drama,10,1993
459,Getaway  The ,Action,0,1992
460,Getting Even with Dad ,Comedy,10,1990
461,Go Fish ,Drama,1,2016
464,Hard Target ,Action,5,2008
466,Hot Shots! Part Deux ,Action,6,2016
467,Live Nude Girls ,Comedy,4,2016
468,Englishman Who Went Up a Hill But Came Down a Mountain  The ,Comedy,6,1996
469,House of the Spirits  The ,Drama,2,1998
470,House Party 3 ,Comedy,8,2010
471,Hudsucker Proxy  The ,Comedy,0,1989
472,I'll Do Anything ,Comedy,10,2016
473,In the Army Now ,Comedy,9,1996
474,In the Line of Fire ,Action,4,2008
475,In the Name of the Father ,Drama,5,2005
476,Inkwell  The ,Comedy,9,2003
477,What's Love Got to Do with It? ,Drama,5,2006
478,Jimmy Hollywood ,Comedy,5,1988
479,Judgment Night ,Action,9,2004
480,Jurassic Park ,Action,1,1986
481,Kalifornia ,Drama,6,2018
482,Killing Zoe ,Crime,3,2018
484,Lassie ,Adventure,9,1992
485,Last Action Hero ,Action,9,2011
486,Life with Mikey ,Comedy,5,1990
487,Lightning Jack ,Comedy,9,2020
488,M. Butterfly ,Drama,1,1985
489,Made in America ,Comedy,10,1990
490,Malice ,Thriller,2,1990
491,Man Without a Face  The ,Drama,1,2020
492,Manhattan Murder Mystery ,Comedy,10,2007
493,Menace II Society ,Action,7,2014
494,Executive Decision ,Action,4,2002
495,In the Realm of the Senses  ,Drama,2,1989
496,What Happened Was... ,Comedy,6,1998
497,Much Ado About Nothing ,Comedy,1,2000
499,Mr. Wonderful ,Comedy,1,1980
500,Mrs. Doubtfire ,Comedy,3,2019
501,Naked ,Drama,10,2009
502,Next Karate Kid  The ,Action,2,2014
504,No Escape ,Action,2,2010
505,North ,Comedy,4,1984
506,Orlando ,Drama,7,1998
507,Perfect World  A ,Crime,6,1992
508,Philadelphia ,Drama,4,2009
509,Piano  The ,Drama,2,1986
510,Poetic Justice ,Drama,0,1980
511,Program  The ,Action,4,2004
512,Puppet Masters  The ,Horror,9,2013
513,Radioland Murders ,Comedy,1,2007
514,Ref  The ,Comedy,10,1981
515,Remains of the Day  The ,Drama,8,2015
516,Renaissance Man ,Comedy,10,2007
517,Rising Sun ,Action,3,2019
518,Road to Wellville  The ,Comedy,8,2013
519,RoboCop 3 ,Action,4,1984
520,Robin Hood: Men in Tights ,Comedy,8,1980
521,Romeo Is Bleeding ,Crime,7,2020
522,Romper Stomper ,Action,1,2013
523,Ruby in Paradise ,Drama,7,1985
524,Rudy ,Drama,8,1999
526,Savage Nights  ,Drama,6,2018
527,Schindler's List ,Drama,9,2008
528,Scout  The ,Comedy,2,2019
529,Searching for Bobby Fischer ,Drama,0,1995
531,Secret Garden  The ,Children,9,1987
532,Serial Mom ,Comedy,5,1980
533,Shadow  The ,Action,4,1987
534,Shadowlands ,Drama,8,2004
535,Short Cuts ,Drama,4,1984
536,Simple Twist of Fate  A ,Drama,1,2012
537,Sirens ,Drama,4,2003
538,Six Degrees of Separation ,Drama,8,2018
539,Sleepless in Seattle ,Comedy,10,1990
540,Sliver ,Thriller,0,2001
541,Blade Runner ,Action,7,1984
542,Son in Law ,Comedy,3,1994
543,So I Married an Axe Murderer ,Comedy,7,1991
544,Striking Distance ,Action,1,2020
546,Super Mario Bros. ,Action,5,1999
547,Surviving the Game ,Action,2,1980
548,Terminal Velocity ,Action,6,2000
549,Thirty-Two Short Films About Glenn Gould ,Drama,10,1992
550,Threesome ,Comedy,10,1998
551,Nightmare Before Christmas  The ,Animation,1,1996
552,Three Musketeers  The ,Action,9,2008
553,Tombstone ,Action,1,2010
555,True Romance ,Crime,5,2001
556,War Room  The ,Documentary,1,2000
558,Pagemaster  The ,Action,3,2012
562,Welcome to the Dollhouse ,Comedy,9,2012
563,Germinal ,Drama,3,1997
564,Chasers ,Comedy,10,2012
567,Kika ,Comedy,10,2001
568,Bhaji on the Beach ,Comedy,2,1994
569,Little Big League ,Comedy,4,1994
573,Ciao  Professore!  ,Drama,4,1982
574,Spanking the Monkey ,Comedy,10,2016
575,Little Rascals  The ,Children,2,1985
577,Andre ,Adventure,6,2003
579,Escort  The  ,Crime,7,2019
580,Princess Caraboo ,Drama,0,1986
581,Celluloid Closet  The ,Documentary,6,1996
583,Dear Diary  ,Comedy,2,2016
585,Brady Bunch Movie  The ,Comedy,2,2011
586,Home Alone ,Children,5,1987
587,Ghost ,Comedy,6,1995
588,Aladdin ,Adventure,6,2017
589,Terminator 2: Judgment Day ,Action,8,2005
590,Dances with Wolves ,Adventure,7,1998
592,Batman ,Action,1,1996
593,Silence of the Lambs  The ,Crime,2,1986
594,Snow White and the Seven Dwarfs ,Animation,4,2005
595,Beauty and the Beast ,Animation,7,2020
596,Pinocchio ,Animation,0,2002
597,Pretty Woman ,Comedy,2,1992
599,Wild Bunch  The ,Adventure,2,1984
600,Love and a .45 ,Action,6,2006
602,Great Day in Harlem  A ,Documentary,6,2011
605,One Fine Day ,Drama,6,1996
606,Candyman: Farewell to the Flesh ,Fantasy,2,2009
608,Fargo ,Comedy,7,1996
609,Homeward Bound II: Lost in San Francisco ,Adventure,2,2004
610,Heavy Metal ,Action,0,2016
611,Hellraiser: Bloodline ,Action,8,2002
612,Pallbearer  The ,Comedy,9,2015
613,Jane Eyre ,Drama,5,2005
615,Bread and Chocolate  ,Comedy,10,2015
616,Aristocats  The ,Animation,4,2000
617,Flower of My Secret  The  ,Comedy,1,1987
618,Two Much ,Comedy,0,2007
619,Ed ,Comedy,10,1993
626,Thin Line Between Love and Hate  A ,Comedy,2,2013
627,Last Supper  The ,Drama,4,2014
628,Primal Fear ,Crime,3,1986
631,All Dogs Go to Heaven 2 ,Adventure,0,1991
632,Land and Freedom  ,Drama,2,1984
633,Denise Calls Up ,Comedy,3,2009
634,Theodore Rex ,Comedy,5,2017
635,Family Thing  A ,Comedy,3,2008
636,Frisk ,Drama,5,1982
637,Sgt. Bilko ,Comedy,7,2015
638,Jack and Sarah ,Romance,1,2012
639,Girl 6 ,Comedy,3,1982
640,Diabolique ,Drama,8,2005
645,Nelly & Monsieur Arnaud ,Drama,8,2011
647,Courage Under Fire ,Action,10,1998
648,Mission: Impossible ,Action,9,1997
649,Cold Fever  ,Comedy,1,2008
650,Moll Flanders ,Drama,9,2018
653,Dragonheart ,Action,4,2017
656,Eddie ,Comedy,3,2009
661,James and the Giant Peach ,Adventure,8,2003
662,Fear ,Thriller,10,1981
663,Kids in the Hall: Brain Candy ,Comedy,0,2011
665,Underground ,Comedy,10,2009
667,Bloodsport 2  ,Action,2,2003
668,Song of the Little Road  ,Drama,9,1989
670,World of Apu  The  ,Drama,2,2020
671,Mystery Science Theater 3000: The Movie ,Comedy,2,2014
673,Space Jam ,Adventure,1,2015
674,Barbarella ,Adventure,1,1991
678,Some Folks Call It a Sling Blade ,Drama,7,2011
679,Run of the Country  The ,Drama,4,2011
680,Alphaville  ,Drama,7,1984
685,It's My Party ,Drama,8,1998
688,Operation Dumbo Drop ,Action,2,1998
691,Mrs. Winterbourne ,Comedy,6,2003
692,Solo ,Action,4,2005
694,Substitute  The ,Action,6,1982
695,True Crime ,Mystery,4,1988
697,Feeling Minnesota ,Drama,4,1987
698,Delta of Venus ,Drama,4,1997
700,Angus ,Comedy,1,1997
703,Boys ,Drama,6,2006
704,Quest  The ,Action,7,1999
706,Sunset Park ,Drama,7,2000
707,Mulholland Falls ,Crime,2,2013
708,Truth About Cats & Dogs  The ,Comedy,3,1997
709,Oliver & Company ,Adventure,6,2007
710,Celtic Pride ,Comedy,8,1989
711,Flipper ,Adventure,6,2009
714,Dead Man ,Drama,7,1995
715,Horseman on the Roof  The  ,Drama,0,2020
718,Visitors  The  ,Comedy,4,2007
719,Multiplicity ,Comedy,4,1981
720,Wallace & Gromit: The Best of Aardman Animation ,Adventure,6,2002
722,Haunted World of Edward D. Wood Jr.  The ,Documentary,5,1989
724,Craft  The ,Drama,2,2011
725,Great White Hype  The ,Comedy,7,2002
726,Last Dance ,Drama,5,2000
728,Cold Comfort Farm ,Comedy,7,1985
731,Heaven's Prisoners ,Crime,0,1989
733,Rock  The ,Action,4,1994
735,Cemetery Man  ,Horror,3,1992
736,Twister ,Action,4,2005
737,Barb Wire ,Action,7,2006
741,Ghost in the Shell  ,Animation,7,1981
742,Thinner ,Horror,3,2017
743,Spy Hard ,Comedy,6,2009
745,Wallace & Gromit: A Close Shave ,Animation,10,2005
747,Stupids  The ,Comedy,3,2003
748,Arrival  The ,Action,6,1986
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Comedy,0,2009
757,Ashes of Time  ,Drama,2,1981
759,Maya Lin: A Strong Clear Vision ,Documentary,6,1989
760,Stalingrad ,Drama,4,2012
761,Phantom  The ,Action,3,1984
762,Striptease ,Comedy,4,2020
764,Heavy ,Drama,9,2014
765,Jack ,Comedy,3,1982
766,I Shot Andy Warhol ,Drama,6,1995
773,Touki Bouki ,Drama,9,1999
775,Spirits of the Dead ,Horror,0,2015
778,Trainspotting ,Comedy,6,2011
779,Til There Was You ,Drama,8,1998
780,Independence Day  ,Action,6,1988
781,Stealing Beauty ,Drama,8,1998
782,Fan  The ,Drama,8,2011
783,Hunchback of Notre Dame  The ,Animation,9,2011
784,Cable Guy  The ,Comedy,3,1984
785,Kingpin ,Comedy,4,1982
786,Eraser ,Action,8,1989
788,Nutty Professor  The ,Comedy,6,2006
790,Unforgettable Summer  An  ,Drama,5,2018
791,Last Klezmer: Leopold Kozlowski  His Life and Music  The ,Documentary,10,1981
795,Somebody to Love ,Drama,2,1986
798,Daylight ,Action,1,2012
799,Frighteners  The ,Comedy,2,2012
800,Lone Star ,Drama,4,2008
801,Harriet the Spy ,Children,10,2007
802,Phenomenon ,Drama,2,1985
803,Walking and Talking ,Comedy,8,1990
804,She's the One ,Comedy,2,2009
805,Time to Kill  A ,Drama,7,2013
806,American Buffalo ,Crime,3,1991
808,Alaska ,Adventure,9,2001
809,Fled ,Action,3,1988
810,Kazaam ,Children,2,2005
813,Larger Than Life ,Comedy,4,1985
818,Very Brady Sequel  A ,Comedy,10,2016
823,Collector  The  ,Drama,8,2018
824,Kaspar Hauser ,Drama,0,2019
828,Adventures of Pinocchio  The ,Adventure,8,1993
829,Joe's Apartment ,Comedy,9,2001
830,First Wives Club  The ,Comedy,9,1981
832,Ransom ,Crime,6,1984
833,High School High ,Comedy,0,1992
835,Foxfire ,Drama,9,2001
836,Chain Reaction ,Action,1,1997
837,Matilda ,Children,1,2004
838,Emma ,Comedy,7,2013
839,Crow: City of Angels  The ,Action,10,2011
840,House Arrest ,Children,1,2007
841,Eyes Without a Face  ,Horror,10,1981
842,Tales from the Crypt Presents: Bordello of Blood ,Comedy,9,2008
848,Spitfire Grill  The ,Drama,9,1988
849,Escape from L.A. ,Action,4,2009
851,Basquiat ,Drama,1,1981
852,Tin Cup ,Comedy,0,1993
858,Godfather  The ,Crime,1,1995
861,Supercop   ,Action,2,1986
866,Bound ,Crime,6,1982
867,Carpool ,Comedy,2,2017
869,Kansas City ,Crime,2,2004
870,Gone Fishin' ,Comedy,3,1991
875,Nothing to Lose ,Action,5,2018
